"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"ARM00087480","ROSARIO, AR","2014-11-08",,,"73",,
"ARM00087480","ROSARIO, AR","2014-11-09",,,"76","90","68"
"ARM00087480","ROSARIO, AR","2014-11-10","0.03",,"75","88","65"
"ARM00087480","ROSARIO, AR","2014-11-11","0.00",,"75",,
"ARM00087480","ROSARIO, AR","2014-11-12","0.20",,"71","88","62"
"ARM00087480","ROSARIO, AR","2014-11-13","0.00",,"65","82","51"
"ARM00087480","ROSARIO, AR","2014-11-14",,,"68",,"52"
"ARM00087480","ROSARIO, AR","2014-11-15",,,"75",,"56"
"ARM00087480","ROSARIO, AR","2014-11-16",,,"76","94","61"
"ARM00087480","ROSARIO, AR","2014-11-17",,,"80",,
"ARM00087480","ROSARIO, AR","2014-11-18",,,"83",,"72"
"ARM00087480","ROSARIO, AR","2014-11-19","0.04",,"74","93","64"
"ARM00087480","ROSARIO, AR","2014-11-20","0.16",,"68",,"57"
"ARM00087480","ROSARIO, AR","2014-11-21","0.24",,"68","80","63"
"ARM00087480","ROSARIO, AR","2014-11-22","0.00",,"67",,"53"
"ARM00087480","ROSARIO, AR","2014-11-23",,,"72",,"55"
"ARM00087480","ROSARIO, AR","2014-11-24",,,"75","88","69"
"ARM00087480","ROSARIO, AR","2014-11-25","0.00",,"68","81","57"
"ARM00087480","ROSARIO, AR","2014-11-26","0.00",,"70",,"60"
"ARM00087480","ROSARIO, AR","2014-11-27",,,"71",,"53"
"ARM00087480","ROSARIO, AR","2014-11-28",,,"78",,"61"
"ARM00087480","ROSARIO, AR","2014-11-29",,,"78",,
"ARM00087480","ROSARIO, AR","2014-11-30","2.13",,"62",,"55"
"ARM00087480","ROSARIO, AR","2014-12-01","0.16",,"61",,"53"
"ARM00087480","ROSARIO, AR","2014-12-02","0.00",,"66",,"56"
"ARM00087480","ROSARIO, AR","2014-12-03",,,"71",,"55"
"ARM00087480","ROSARIO, AR","2014-12-04",,,"77",,"60"
"ARM00087480","ROSARIO, AR","2014-12-05",,,"80",,"67"
"ARM00087480","ROSARIO, AR","2014-12-06",,,"83",,
"ARM00087480","ROSARIO, AR","2014-12-07",,,"74","95",
"ARM00087480","ROSARIO, AR","2014-12-08",,,"71",,"63"
"ARM00087480","ROSARIO, AR","2014-12-09",,,"80",,"68"
"ARM00087480","ROSARIO, AR","2014-12-10","1.06",,"74","92","66"
"ARM00087480","ROSARIO, AR","2014-12-11","0.00",,"68","80","60"
"ARM00087480","ROSARIO, AR","2014-12-12","0.02",,"72",,"61"
"ARM00087480","ROSARIO, AR","2014-12-13","0.00",,"76",,"64"
"ARM00087480","ROSARIO, AR","2014-12-14",,,"73","88",
"ARM00087480","ROSARIO, AR","2014-12-15",,,"70","81","67"
"ARM00087480","ROSARIO, AR","2014-12-16","0.20",,"72",,"63"
"ARM00087480","ROSARIO, AR","2014-12-17","0.00",,"77",,"64"
"ARM00087480","ROSARIO, AR","2014-12-18",,,"78",,
"ARM00087480","ROSARIO, AR","2014-12-19",,,"80",,"65"
"ARM00087480","ROSARIO, AR","2014-12-20","1.02",,"73","93","64"
"ARM00087480","ROSARIO, AR","2014-12-21","0.16",,"69","76","60"
"ARM00087480","ROSARIO, AR","2014-12-22","0.00",,"65","77","52"
"ARM00087480","ROSARIO, AR","2014-12-23",,,"65",,"48"
"ARM00087480","ROSARIO, AR","2014-12-24",,,"71",,"55"
"ARM00087480","ROSARIO, AR","2014-12-25",,,"78",,"65"
"ARM00087480","ROSARIO, AR","2014-12-26","0.00",,"77","91",
"ARM00087480","ROSARIO, AR","2014-12-27","0.83",,"73","85","63"
"ARM00087480","ROSARIO, AR","2014-12-28","0.00",,"79",,"68"
"ARM00087480","ROSARIO, AR","2014-12-29",,,"81","90","70"
"ARM00087480","ROSARIO, AR","2014-12-30","0.00",,"76","91","68"
"ARM00087480","ROSARIO, AR","2014-12-31","0.00",,"76","90",
"ARM00087480","ROSARIO, AR","2015-01-01","0.79",,"69","84","59"
"ARM00087480","ROSARIO, AR","2015-01-02",,,"66",,"53"
"ARM00087480","ROSARIO, AR","2015-01-03",,,"70",,"53"
"ARM00087480","ROSARIO, AR","2015-01-04",,,"74",,"60"
"ARM00087480","ROSARIO, AR","2015-01-05",,,"81",,"68"
"ARM00087480","ROSARIO, AR","2015-01-06","0.00",,"79",,"71"
"ARM00087480","ROSARIO, AR","2015-01-07","3.03",,"74","94","67"
"ARM00087480","ROSARIO, AR","2015-01-08","0.00",,"78",,"67"
"ARM00087480","ROSARIO, AR","2015-01-09","0.00",,"83",,"75"
"ARM00087480","ROSARIO, AR","2015-01-10",,,"81","92","70"
"ARM00087480","ROSARIO, AR","2015-01-11","0.20",,"78","92","69"
"ARM00087480","ROSARIO, AR","2015-01-12","0.00",,"80",,"69"
"ARM00087480","ROSARIO, AR","2015-01-13","2.60",,"75","91","66"
"ARM00087480","ROSARIO, AR","2015-01-14","0.31",,"76",,"65"
"ARM00087480","ROSARIO, AR","2015-01-15","0.00",,"79","86","70"
"ARM00087480","ROSARIO, AR","2015-01-16",,,"80",,"72"
"ARM00087480","ROSARIO, AR","2015-01-17",,,"79","90","72"
"ARM00087480","ROSARIO, AR","2015-01-18",,,"78","88","71"
"ARM00087480","ROSARIO, AR","2015-01-19",,,"75","87",
"ARM00087480","ROSARIO, AR","2015-01-20",,,"69","84","62"
"ARM00087480","ROSARIO, AR","2015-01-21",,,"72",,"62"
"ARM00087480","ROSARIO, AR","2015-01-22",,,"76","84","67"
"ARM00087480","ROSARIO, AR","2015-01-23",,,"78",,"71"
"ARM00087480","ROSARIO, AR","2015-01-24",,,"79",,"67"
"ARM00087480","ROSARIO, AR","2015-01-25",,,"81",,"68"
"ARM00087480","ROSARIO, AR","2015-01-26",,,"84",,
"ARM00087480","ROSARIO, AR","2015-01-27",,,"84",,"73"
"ARM00087480","ROSARIO, AR","2015-01-28","0.51",,"76","95","71"
"ARM00087480","ROSARIO, AR","2015-01-29","0.35",,"67",,"58"
"ARM00087480","ROSARIO, AR","2015-01-30","0.00",,"74",,"63"
"ARM00087480","ROSARIO, AR","2015-01-31",,,"75",,"63"
"ARM00087480","ROSARIO, AR","2015-02-01",,,"78",,"68"
"ARM00087480","ROSARIO, AR","2015-02-02",,,"81","89","72"
"ARM00087480","ROSARIO, AR","2015-02-03","0.00",,"78","88","73"
"ARM00087480","ROSARIO, AR","2015-02-04","0.16",,"78",,"69"
"ARM00087480","ROSARIO, AR","2015-02-05","0.00",,"80",,"70"
"ARM00087480","ROSARIO, AR","2015-02-06",,,"82","92","71"
"ARM00087480","ROSARIO, AR","2015-02-07",,,"83","92",
"ARM00087480","ROSARIO, AR","2015-02-08",,,"76","90",
"ARM00087480","ROSARIO, AR","2015-02-09",,,"74",,"60"
"ARM00087480","ROSARIO, AR","2015-02-10","0.83",,"70",,"63"
"ARM00087480","ROSARIO, AR","2015-02-11","0.00",,"73",,"60"
"ARM00087480","ROSARIO, AR","2015-02-12",,,"75",,"61"
"ARM00087480","ROSARIO, AR","2015-02-13",,,"69","89","56"
"ARM00087480","ROSARIO, AR","2015-02-14",,,"73",,"63"
"ARM00087480","ROSARIO, AR","2015-02-15",,,"77","85","69"
"ARM00087480","ROSARIO, AR","2015-02-16",,,"78",,"72"
"ARM00087480","ROSARIO, AR","2015-02-17",,,"79",,
"ARM00087480","ROSARIO, AR","2015-02-18",,,"74","89","69"
"ARM00087480","ROSARIO, AR","2015-02-19",,,"68","83","59"
"ARM00087480","ROSARIO, AR","2015-02-20",,,"67",,"52"
"ARM00087480","ROSARIO, AR","2015-02-21",,,"69",,"55"
"ARM00087480","ROSARIO, AR","2015-02-22",,,"70",,"56"
"ARM00087480","ROSARIO, AR","2015-02-23",,,"77",,"62"
"ARM00087480","ROSARIO, AR","2015-02-24",,,"80","91","69"
"ARM00087480","ROSARIO, AR","2015-02-25","0.08",,"76","92",
"ARM00087480","ROSARIO, AR","2015-02-26","0.55",,"71","76","67"
"ARM00087480","ROSARIO, AR","2015-02-27","0.00",,"75",,"66"
"ARM00087480","ROSARIO, AR","2015-02-28",,,"71","84","61"
"ARM00087480","ROSARIO, AR","2015-03-01",,,"71","80","67"
"ARM00087480","ROSARIO, AR","2015-03-02",,,"71",,"64"
"ARM00087480","ROSARIO, AR","2015-03-03","1.42",,"73","85","66"
"ARM00087480","ROSARIO, AR","2015-03-04","0.47",,"74",,"69"
"ARM00087480","ROSARIO, AR","2015-03-05","0.00",,"76","83",
"ARM00087480","ROSARIO, AR","2015-03-06",,,"78",,"69"
"ARM00087480","ROSARIO, AR","2015-03-07",,,"78",,"68"
"ARM00087480","ROSARIO, AR","2015-03-08",,,"79","90","68"
"ARM00087480","ROSARIO, AR","2015-03-09",,,"76","88","63"
"ARM00087480","ROSARIO, AR","2015-03-10",,,"80",,"67"
"ARM00087480","ROSARIO, AR","2015-03-11",,,"80","90","68"
"ARM00087480","ROSARIO, AR","2015-03-12",,,"79","90","66"
"ARM00087480","ROSARIO, AR","2015-03-13",,,"77",,
"ARM00087480","ROSARIO, AR","2015-03-14",,,"71","89","66"
"ARM00087480","ROSARIO, AR","2015-03-15",,,"73",,"67"
"ARM00087480","ROSARIO, AR","2015-03-16",,,"76",,"68"
"ARM00087480","ROSARIO, AR","2015-03-17",,,"82",,"69"
"ARM00087480","ROSARIO, AR","2015-03-18",,,"80","93","71"
"ARM00087480","ROSARIO, AR","2015-03-19",,,"76","89","64"
"ARM00087480","ROSARIO, AR","2015-03-20","1.14",,"73",,"60"
"ARM00087480","ROSARIO, AR","2015-03-21","0.00",,"63","90","50"
"ARM00087480","ROSARIO, AR","2015-03-22",,,"61",,"49"
"ARM00087480","ROSARIO, AR","2015-03-23",,,"64",,"52"
"ARM00087480","ROSARIO, AR","2015-03-24",,,"63","76",
"ARM00087480","ROSARIO, AR","2015-03-25","0.47",,"61",,"57"
"ARM00087480","ROSARIO, AR","2015-03-26","0.00",,"63",,"54"
"ARM00087480","ROSARIO, AR","2015-03-27",,,"61","73","48"
"ARM00087480","ROSARIO, AR","2015-03-28",,,"65",,"51"
"ARM00087480","ROSARIO, AR","2015-03-29",,,"66",,"53"
"ARM00087480","ROSARIO, AR","2015-03-30",,,"69","83","57"
"ARM00087480","ROSARIO, AR","2015-03-31",,,"69","83","56"
"ARM00087480","ROSARIO, AR","2015-04-01",,,"69",,"50"
"ARM00087480","ROSARIO, AR","2015-04-02",,,"69",,"54"
"ARM00087480","ROSARIO, AR","2015-04-03",,,"74",,"59"
"ARM00087480","ROSARIO, AR","2015-04-04","0.16",,"75","90","66"
"ARM00087480","ROSARIO, AR","2015-04-05","0.00",,"72","82",
"ARM00087480","ROSARIO, AR","2015-04-06",,,"62","81","50"
"ARM00087480","ROSARIO, AR","2015-04-07",,,"67",,"56"
"ARM00087480","ROSARIO, AR","2015-04-08",,,"71",,"58"
"ARM00087480","ROSARIO, AR","2015-04-09",,,"68",,"52"
"ARM00087480","ROSARIO, AR","2015-04-10",,,"73",,"62"
"ARM00087480","ROSARIO, AR","2015-04-11",,,"72","89","65"
"ARM00087480","ROSARIO, AR","2015-04-12","0.00",,"73",,"64"
"ARM00087480","ROSARIO, AR","2015-04-13",,,"78",,"65"
"ARM00087480","ROSARIO, AR","2015-04-14","0.00",,"74","89",
"ARM00087480","ROSARIO, AR","2015-04-15","0.00",,"72","82",
"ARM00087480","ROSARIO, AR","2015-04-16",,,"73",,
"ARM00087480","ROSARIO, AR","2015-04-17","1.42",,"66","85","59"
"ARM00087480","ROSARIO, AR","2015-04-18","0.00",,"63",,"47"
"ARM00087480","ROSARIO, AR","2015-04-19",,,"68","83","54"
"ARM00087480","ROSARIO, AR","2015-04-20",,,"68","81","58"
"ARM00087480","ROSARIO, AR","2015-04-21",,,"62","77","49"
"ARM00087480","ROSARIO, AR","2015-04-22",,,"60",,"48"
"ARM00087480","ROSARIO, AR","2015-04-23",,,"62",,"46"
"ARM00087480","ROSARIO, AR","2015-04-24",,,"64",,"50"
"ARM00087480","ROSARIO, AR","2015-04-25",,,"68",,"52"
"ARM00087480","ROSARIO, AR","2015-04-26",,,"67","84","55"
"ARM00087480","ROSARIO, AR","2015-04-27",,,"67",,"54"
"ARM00087480","ROSARIO, AR","2015-04-28",,,"70","83","59"
"ARM00087480","ROSARIO, AR","2015-04-29","0.04",,"67","79",
"ARM00087480","ROSARIO, AR","2015-04-30","0.20",,"67",,"62"
"ARM00087480","ROSARIO, AR","2015-05-01","0.00",,"68",,"63"
"ARM00087480","ROSARIO, AR","2015-05-02","3.62",,"66","80","62"
"ARM00087480","ROSARIO, AR","2015-05-03","0.00",,"53","67","45"
"ARM00087480","ROSARIO, AR","2015-05-04",,,"53",,"40"
"ARM00087480","ROSARIO, AR","2015-05-05",,,"56",,"44"
"ARM00087480","ROSARIO, AR","2015-05-06",,,"56","72","47"
"ARM00087480","ROSARIO, AR","2015-05-07",,,"51","65","44"
"ARM00087480","ROSARIO, AR","2015-05-08",,,"56",,"45"
"ARM00087480","ROSARIO, AR","2015-05-09",,,"58","69","49"
"ARM00087480","ROSARIO, AR","2015-05-10","0.00",,"64",,"53"
"ARM00087480","ROSARIO, AR","2015-05-11",,,"56","73",
"ARM00087480","ROSARIO, AR","2015-05-12",,,"60",,"49"
"ARM00087480","ROSARIO, AR","2015-05-13",,,"62",,"55"
"ARM00087480","ROSARIO, AR","2015-05-14",,,"63",,"51"
"ARM00087480","ROSARIO, AR","2015-05-15",,,"63",,"53"
"ARM00087480","ROSARIO, AR","2015-05-16",,,"67","79","57"
"ARM00087480","ROSARIO, AR","2015-05-17",,,"67","78","61"
"ARM00087480","ROSARIO, AR","2015-05-18","0.00",,"73",,"68"
"ARM00087480","ROSARIO, AR","2015-05-19",,,"74","82","64"
"ARM00087480","ROSARIO, AR","2015-05-20",,,"72","83","64"
"ARM00087480","ROSARIO, AR","2015-05-21",,,"72",,"65"
"ARM00087480","ROSARIO, AR","2015-05-22",,,"74",,"65"
"ARM00087480","ROSARIO, AR","2015-05-23",,,"68","85",
"ARM00087480","ROSARIO, AR","2015-05-24","0.00",,"58","71","53"
"ARM00087480","ROSARIO, AR","2015-05-25",,,"53","65","42"
"ARM00087480","ROSARIO, AR","2015-05-26",,,"59","66","47"
"ARM00087480","ROSARIO, AR","2015-05-27",,,"58",,"48"
"ARM00087480","ROSARIO, AR","2015-05-28",,,"55",,"43"
"ARM00087480","ROSARIO, AR","2015-05-29",,,"58","68","51"
"ARM00087480","ROSARIO, AR","2015-05-30","0.02",,"60","68","53"
"ARM00087480","ROSARIO, AR","2015-05-31","0.00",,"58","68","45"
"ARM00087480","ROSARIO, AR","2015-06-01",,,"58",,"47"
"ARM00087480","ROSARIO, AR","2015-06-02",,,"61",,"46"
"ARM00087480","ROSARIO, AR","2015-06-03",,,"64",,"52"
"ARM00087480","ROSARIO, AR","2015-06-04",,,"60","75","46"
"ARM00087480","ROSARIO, AR","2015-06-05",,,"71",,"48"
"ARM00087480","ROSARIO, AR","2015-06-06","0.00",,"70","83","63"
"ARM00087480","ROSARIO, AR","2015-06-07",,,"64","78",
"ARM00087480","ROSARIO, AR","2015-06-08",,,"60","72","49"
"ARM00087480","ROSARIO, AR","2015-06-09",,,"60","69","58"
"ARM00087480","ROSARIO, AR","2015-06-10",,,"53","63","44"
"ARM00087480","ROSARIO, AR","2015-06-11",,,"53",,"38"
"ARM00087480","ROSARIO, AR","2015-06-12",,,"46",,"30"
"ARM00087480","ROSARIO, AR","2015-06-13",,,"55","65","33"
"ARM00087480","ROSARIO, AR","2015-06-14",,,"50",,"35"
"ARM00087480","ROSARIO, AR","2015-06-15",,,"47",,"29"
"ARM00087480","ROSARIO, AR","2015-06-16",,,"51",,"33"
"ARM00087480","ROSARIO, AR","2015-06-17",,,"51","71","35"
"ARM00087480","ROSARIO, AR","2015-06-18",,,"42","66","28"
"ARM00087480","ROSARIO, AR","2015-06-19",,,"38",,"24"
"ARM00087480","ROSARIO, AR","2015-06-20",,,"49",,"38"
"ARM00087480","ROSARIO, AR","2015-06-21",,,"46",,"29"
"ARM00087480","ROSARIO, AR","2015-06-22",,,"49","65","32"
"ARM00087480","ROSARIO, AR","2015-06-23",,,"40","60","28"
"ARM00087480","ROSARIO, AR","2015-06-24",,,"50",,"30"
"ARM00087480","ROSARIO, AR","2015-06-25","0.00",,"57",,"43"
"ARM00087480","ROSARIO, AR","2015-06-26","0.00",,"60",,"47"
"ARM00087480","ROSARIO, AR","2015-06-27","0.00",,"65",,"56"
"ARM00087480","ROSARIO, AR","2015-06-28","0.08",,"67","76","60"
"ARM00087480","ROSARIO, AR","2015-06-29","0.55",,"63","74",
"ARM00087480","ROSARIO, AR","2015-06-30","0.01",,"58",,"47"
"ARM00087480","ROSARIO, AR","2015-07-01","0.00",,"51","71","39"
"ARM00087480","ROSARIO, AR","2015-07-02",,,"55",,"40"
"ARM00087480","ROSARIO, AR","2015-07-03","0.01",,"51","67",
"ARM00087480","ROSARIO, AR","2015-07-04","0.00",,"42","54",
"ARM00087480","ROSARIO, AR","2015-07-05",,,"47",,"32"
"ARM00087480","ROSARIO, AR","2015-07-06",,,"53",,"42"
"ARM00087480","ROSARIO, AR","2015-07-07",,,"48","65","35"
"ARM00087480","ROSARIO, AR","2015-07-08",,,"47","65","31"
"ARM00087480","ROSARIO, AR","2015-07-09",,,"54",,"35"
"ARM00087480","ROSARIO, AR","2015-07-10",,,"54","71","46"
"ARM00087480","ROSARIO, AR","2015-07-11",,,"56","62","51"
"ARM00087480","ROSARIO, AR","2015-07-12",,,"59",,"49"
"ARM00087480","ROSARIO, AR","2015-07-13","0.00",,"53","67",
"ARM00087480","ROSARIO, AR","2015-07-14",,,"47",,"33"
"ARM00087480","ROSARIO, AR","2015-07-15",,,"44",,"28"
"ARM00087480","ROSARIO, AR","2015-07-16",,,"49","63","33"
"ARM00087480","ROSARIO, AR","2015-07-17",,,"47",,
"ARM00087480","ROSARIO, AR","2015-07-18",,,"56",,"33"
"ARM00087480","ROSARIO, AR","2015-07-19",,,"54","70","40"
"ARM00087480","ROSARIO, AR","2015-07-20",,,"51","65","42"
"ARM00087480","ROSARIO, AR","2015-07-21",,,"41","60","25"
"ARM00087480","ROSARIO, AR","2015-07-22",,,"49",,"30"
"ARM00087480","ROSARIO, AR","2015-07-23",,,"50","64","35"
"ARM00087480","ROSARIO, AR","2015-07-24",,,"47",,"31"
"ARM00087480","ROSARIO, AR","2015-07-25",,,"50","65","35"
"ARM00087480","ROSARIO, AR","2015-07-26",,,"59",,"50"
"ARM00087480","ROSARIO, AR","2015-07-27",,,"64",,"54"
"ARM00087480","ROSARIO, AR","2015-07-28",,,"71",,"56"
"ARM00087480","ROSARIO, AR","2015-07-29",,,"64","83","57"
"ARM00087480","ROSARIO, AR","2015-07-30",,,"63","72","58"
"ARM00087480","ROSARIO, AR","2015-07-31","2.05",,"64","71",
"ARM00087480","ROSARIO, AR","2015-08-01","0.02",,"53","66","43"
"ARM00087480","ROSARIO, AR","2015-08-02","0.00",,"58",,"50"
"ARM00087480","ROSARIO, AR","2015-08-03",,,"59","69","49"
"ARM00087480","ROSARIO, AR","2015-08-04",,,"60","69","47"
"ARM00087480","ROSARIO, AR","2015-08-05","0.00",,"62","69","49"
"ARM00087480","ROSARIO, AR","2015-08-06","0.51",,"68",,"57"
"ARM00087480","ROSARIO, AR","2015-08-07","0.00",,"66","75","60"
"ARM00087480","ROSARIO, AR","2015-08-08","0.00",,"62","72","60"
"ARM00087480","ROSARIO, AR","2015-08-09","0.35",,"56","68",
"ARM00087480","ROSARIO, AR","2015-08-10","3.46",,"55",,"51"
"ARM00087480","ROSARIO, AR","2015-08-11","0.12",,"56","62","51"
"ARM00087480","ROSARIO, AR","2015-08-12","0.00",,"53","64",
"ARM00087480","ROSARIO, AR","2015-08-13","0.39",,"52","55","49"
"ARM00087480","ROSARIO, AR","2015-08-14","0.04",,"50","54","48"
"ARM00087480","ROSARIO, AR","2015-08-15","0.02",,"50",,"36"
"ARM00087480","ROSARIO, AR","2015-08-16","0.00",,"52","62","42"
"ARM00087480","ROSARIO, AR","2015-08-17",,,"52","60","45"
"ARM00087480","ROSARIO, AR","2015-08-18","0.00",,"60",,"48"
"ARM00087480","ROSARIO, AR","2015-08-19",,,"55","74","46"
"ARM00087480","ROSARIO, AR","2015-08-20",,,"55","64","49"
"ARM00087480","ROSARIO, AR","2015-08-21","0.00",,"60",,
"ARM00087480","ROSARIO, AR","2015-08-22",,,"63","69","57"
"ARM00087480","ROSARIO, AR","2015-08-23",,,"52","70","41"
"ARM00087480","ROSARIO, AR","2015-08-24",,,"51","62","42"
"ARM00087480","ROSARIO, AR","2015-08-25",,,"59",,"48"
"ARM00087480","ROSARIO, AR","2015-08-26",,,"64",,"54"
"ARM00087480","ROSARIO, AR","2015-08-27",,,"55","74","44"
"ARM00087480","ROSARIO, AR","2015-08-28",,,"65",,"51"
"ARM00087480","ROSARIO, AR","2015-08-29",,,"71",,"58"
"ARM00087480","ROSARIO, AR","2015-08-30",,,"70","84","63"
"ARM00087480","ROSARIO, AR","2015-08-31",,,"71",,"59"
"ARM00087480","ROSARIO, AR","2015-09-01",,,"54","82","45"
"ARM00087480","ROSARIO, AR","2015-09-02",,,"58",,"47"
"ARM00087480","ROSARIO, AR","2015-09-03",,,"55","66","41"
"ARM00087480","ROSARIO, AR","2015-09-04",,,"52",,"37"
"ARM00087480","ROSARIO, AR","2015-09-05",,,"55",,"38"
"ARM00087480","ROSARIO, AR","2015-09-06",,,"59",,"47"
"ARM00087480","ROSARIO, AR","2015-09-07",,,"62","72","57"
"ARM00087480","ROSARIO, AR","2015-09-08",,,"59",,"45"
"ARM00087480","ROSARIO, AR","2015-09-09","0.00",,"53","75","47"
"ARM00087480","ROSARIO, AR","2015-09-10","0.51",,"49",,"40"
"ARM00087480","ROSARIO, AR","2015-09-11","0.00",,"44","60","38"
"ARM00087480","ROSARIO, AR","2015-09-12",,,"55",,"36"
"ARM00087480","ROSARIO, AR","2015-09-13",,,"56",,"40"
"ARM00087480","ROSARIO, AR","2015-09-14",,,"61","78","43"
"ARM00087480","ROSARIO, AR","2015-09-15",,,"70",,"52"
"ARM00087480","ROSARIO, AR","2015-09-16","0.16",,"60","83","51"
"ARM00087480","ROSARIO, AR","2015-09-17","0.00",,"60",,"45"
"ARM00087480","ROSARIO, AR","2015-09-18",,,"57",,"42"
"ARM00087480","ROSARIO, AR","2015-09-19",,,"63",,"54"
"ARM00087480","ROSARIO, AR","2015-09-20",,,"65","72","59"
"ARM00087480","ROSARIO, AR","2015-09-21",,,"64","71","59"
"ARM00087480","ROSARIO, AR","2015-09-22","0.00",,"59","64","57"
"ARM00087480","ROSARIO, AR","2015-09-23","0.08",,"57",,
"ARM00087480","ROSARIO, AR","2015-09-24","0.04",,"58",,"54"
"ARM00087480","ROSARIO, AR","2015-09-25","0.00",,"57",,"48"
"ARM00087480","ROSARIO, AR","2015-09-26",,,"59",,"47"
"ARM00087480","ROSARIO, AR","2015-09-27",,,"61",,"48"
"ARM00087480","ROSARIO, AR","2015-09-28","0.00",,"60","74",
"ARM00087480","ROSARIO, AR","2015-09-29","0.01",,"61",,"53"
"ARM00087480","ROSARIO, AR","2015-09-30","0.00",,"56","74","41"
"ARM00087480","ROSARIO, AR","2015-10-01",,,"64",,
"ARM00087480","ROSARIO, AR","2015-10-02","0.79",,"57","72",
"ARM00087480","ROSARIO, AR","2015-10-03","0.00",,"48","60","37"
"ARM00087480","ROSARIO, AR","2015-10-04",,,"54",,"41"
"ARM00087480","ROSARIO, AR","2015-10-05",,,"64",,"55"
"ARM00087480","ROSARIO, AR","2015-10-06",,,"69",,"60"
"ARM00087480","ROSARIO, AR","2015-10-07","0.00",,"62","76","53"
"ARM00087480","ROSARIO, AR","2015-10-08",,,"62",,"49"
"ARM00087480","ROSARIO, AR","2015-10-09",,,"59","73","49"
"ARM00087480","ROSARIO, AR","2015-10-10",,,"54","67","45"
"ARM00087480","ROSARIO, AR","2015-10-11",,,"53","63","44"
"ARM00087480","ROSARIO, AR","2015-10-12",,,"57",,"45"
"ARM00087480","ROSARIO, AR","2015-10-13",,,"62",,"54"
"ARM00087480","ROSARIO, AR","2015-10-14",,,"69",,"58"
"ARM00087480","ROSARIO, AR","2015-10-15","0.20",,"62","80","52"
"ARM00087480","ROSARIO, AR","2015-10-16","0.00",,"57","71","45"
"ARM00087480","ROSARIO, AR","2015-10-17",,,"57","69","45"
"ARM00087480","ROSARIO, AR","2015-10-18",,,"60",,"49"
"ARM00087480","ROSARIO, AR","2015-10-19",,,"62","72","56"
"ARM00087480","ROSARIO, AR","2015-10-20",,,"65",,"53"
"ARM00087480","ROSARIO, AR","2015-10-21",,,"66","79","49"
"ARM00087480","ROSARIO, AR","2015-10-22",,,"70",,"58"
"ARM00087480","ROSARIO, AR","2015-10-23",,,"59","82","52"
"ARM00087480","ROSARIO, AR","2015-10-24","0.00",,"57","66","51"
"ARM00087480","ROSARIO, AR","2015-10-25","0.00",,"64",,"54"
"ARM00087480","ROSARIO, AR","2015-10-26","0.00",,"66","76","59"
"ARM00087480","ROSARIO, AR","2015-10-27","0.47",,"71",,"62"
"ARM00087480","ROSARIO, AR","2015-10-28","0.00",,"77",,"63"
"ARM00087480","ROSARIO, AR","2015-10-29","0.59",,"69","88",
"ARM00087480","ROSARIO, AR","2015-10-30","1.10",,"65","70","60"
"ARM00087480","ROSARIO, AR","2015-10-31","0.00",,"62","67","53"
"ARM00087480","ROSARIO, AR","2015-11-01","0.00",,"61","66","56"
"ARM00087480","ROSARIO, AR","2015-11-02","0.04",,"61",,"51"
"ARM00087480","ROSARIO, AR","2015-11-03","0.00",,"65",,"56"
"ARM00087480","ROSARIO, AR","2015-11-04",,,"66",,"57"
"ARM00087480","ROSARIO, AR","2015-11-05",,,"65","75","51"
"ARM00087480","ROSARIO, AR","2015-11-06",,,"67",,"51"
"ARM00087480","ROSARIO, AR","2015-11-07",,,"70",,"56"
"ARM00087480","ROSARIO, AR","2015-11-08",,,"71",,"57"
"ARM00087480","ROSARIO, AR","2015-11-09",,,"74",,"65"
"ARM00087480","ROSARIO, AR","2015-11-10","0.67",,"71","89","62"
"ARM00087480","ROSARIO, AR","2015-11-11","0.00",,"73","80","52"
"ARM00087480","ROSARIO, AR","2015-11-12","0.01",,"68","81",
"ARM00087480","ROSARIO, AR","2015-11-13","1.06",,"67",,"60"
"ARM00087480","ROSARIO, AR","2015-11-14","0.00",,"72",,"56"
"ARM00087480","ROSARIO, AR","2015-11-15",,,"76",,"63"
"ARM00087480","ROSARIO, AR","2015-11-16",,,"75","88",
"ARM00087480","ROSARIO, AR","2015-11-17","0.00",,"76",,"66"
"ARM00087480","ROSARIO, AR","2015-11-18",,,"73","85",
"ARM00087480","ROSARIO, AR","2015-11-19","0.91",,"64","80",
"ARM00087480","ROSARIO, AR","2015-11-20","0.04",,"61",,"50"
"ARM00087480","ROSARIO, AR","2015-11-21","0.00",,"65",,"52"
"ARM00087480","ROSARIO, AR","2015-11-22",,,"70",,"56"
"ARM00087480","ROSARIO, AR","2015-11-23","0.08",,"69","82","58"
"ARM00087480","ROSARIO, AR","2015-11-24","0.02",,"69","81","61"
"ARM00087480","ROSARIO, AR","2015-11-25","0.00",,"72",,"64"
"ARM00087480","ROSARIO, AR","2015-11-26","0.04",,"72","83","65"
"ARM00087480","ROSARIO, AR","2015-11-27","0.91",,"72","82","65"
"ARM00087480","ROSARIO, AR","2015-11-28","0.00",,"70",,"57"
"ARM00087480","ROSARIO, AR","2015-11-29",,,"71",,"55"
"ARM00087480","ROSARIO, AR","2015-11-30",,,"73",,"58"
"ARM00087480","ROSARIO, AR","2015-12-01",,,"75","86","62"
